Expedia ID,Regulatory Compliant,Images,Number of Bedrooms,Number of Bathrooms,Active Products,Sufficient Inventory
104423413,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104397192,N/A,TRUE,N/A,N/A,TRUE,TRUE
104492395,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104490931,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104198877,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104490934,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104489526,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104327811,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104282788,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104282657,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104435538,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104432407,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104245344,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104521432,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104521431,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104521430,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104521423,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104370373,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104369571,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104495605,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104368582,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104238801,N/A,TRUE,N/A,N/A,TRUE,TRUE
104209479,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104491895,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104490937,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104490586,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104460959,N/A,TRUE,N/A,N/A,TRUE,TRUE
104366888,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104336886,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104310646,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104282056,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104457272,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104456852,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104249218,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104249215,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104248975,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104244617,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104419795,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104418128,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104398073,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104394562,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104372361,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104497598,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104495730,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104492639,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104366632,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104362781,N/A,TRUE,N/A,N/A,TRUE,TRUE
104197012,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104361592,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104196786,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104457421,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104454662,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104454664,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104271482,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104454362,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104271051,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104256832,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104251787,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104194905,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104194545,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104192541,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104191893,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104189251,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104248800,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104450665,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104194906,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104423660,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104242884,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104521424,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104489345,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104365262,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104197342,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104196559,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104337248,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104333355,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104333357,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104256631,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104191503,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104191393,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104425118,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104423403,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104244880,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104244213,N/A,TRUE,N/A,N/A,TRUE,TRUE
104420330,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104409045,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104521428,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104521272,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104520930,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104372609,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104364855,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104337501,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
99573067,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
89357608,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
90331980,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104373077,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104424876,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
104368588,N/A,TRUE,TRUE,TRUE,TRUE,TRUE
