uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|volume|event_type|
005157855|005157855|005157855_000001|Nacimientos_1979,v. CH-N-L105 (pt. 1) - DGS(005157855)|Nacimientos_1979,v. CH-N-L105 (pt. 1) - DGS(005157855)|ES|Español|1979|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L105 (pt. 1)|Nacimientos-ene 1979|
005157856|005157856|005157856_000001|Nacimientos_1979,v. CH-N-L105 (pt. 2) - DGS(005157856)|Nacimientos_1979,v. CH-N-L105 (pt. 2) - DGS(005157856)|ES|Español|1979|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L105 (pt. 2)|Nacimientos-ene 1979—feb 1979|
005157857|005157857|005157857_000001|Nacimientos_1979,v. CH-N-L106 (pt. 1) - DGS(005157857)|Nacimientos_1979,v. CH-N-L106 (pt. 1) - DGS(005157857)|ES|Español|1979|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L106 (pt. 1)|Nacimientos-feb 1979—mar 1979|
005157858|005157858|005157858_000001|Nacimientos_1979,v. CH-N-L106 (pt. 2) - DGS(005157858)|Nacimientos_1979,v. CH-N-L106 (pt. 2) - DGS(005157858)|ES|Español|1979|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L106 (pt. 2)|Nacimientos-mar 1979—abr 1979|
005157859|005157859|005157859_000001|Nacimientos_1978,v. CH-N-L106A  - DGS(005157859)|Nacimientos_1978,v. CH-N-L106A  - DGS(005157859)|ES|Español|1978|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L106A |Nacimientos-dic 1978|
005157860|005157860|005157860_000001|Nacimientos_1986,v. CH-N-L107 (pt. 1) - DGS(005157860)|Nacimientos_1986,v. CH-N-L107 (pt. 1) - DGS(005157860)|ES|Español|1986|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L107 (pt. 1)|Nacimientos-1873—1986|
005157861|005157861|005157861_000001|Nacimientos_1979,v. CH-N-L107 (pt. 2) - DGS(005157861)|Nacimientos_1979,v. CH-N-L107 (pt. 2) - DGS(005157861)|ES|Español|1979|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L107 (pt. 2)|Nacimientos-nov 1979—dic 1979|
005157862|005157862|005157862_000001|Nacimientos_1979,v. CH-N-L108 (pt. 1) - DGS(005157862)|Nacimientos_1979,v. CH-N-L108 (pt. 1) - DGS(005157862)|ES|Español|1979|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L108 (pt. 1)|Nacimientos-feb 1979—may 1979|
005157863|005157863|005157863_000001|Nacimientos_1979,v. CH-N-L108 (pt. 2) - DGS(005157863)|Nacimientos_1979,v. CH-N-L108 (pt. 2) - DGS(005157863)|ES|Español|1979|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L108 (pt. 2)|Nacimientos-mar 1979—abr 1979|
005157864|005157864|005157864_000001|Nacimientos_1979,v. CH-N-L109 (pt. 1) - DGS(005157864)|Nacimientos_1979,v. CH-N-L109 (pt. 1) - DGS(005157864)|ES|Español|1979|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L109 (pt. 1)|Nacimientos-abr 1979—may 1979|
005157865|005157865|005157865_000001|Nacimientos_1979,v. CH-N-L109 (pt. 2) - DGS(005157865)|Nacimientos_1979,v. CH-N-L109 (pt. 2) - DGS(005157865)|ES|Español|1979|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L109 (pt. 2)|Nacimientos-may 1979—jun 1979|
005157866|005157866|005157866_000001|Nacimientos_1979,v. CH-N-L110 (pt. 1) - DGS(005157866)|Nacimientos_1979,v. CH-N-L110 (pt. 1) - DGS(005157866)|ES|Español|1979|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L110 (pt. 1)|Nacimientos-jun 1979—jul 1979|
005157867|005157867|005157867_000001|Nacimientos_1979,v. CH-N-L110 (pt. 2) - DGS(005157867)|Nacimientos_1979,v. CH-N-L110 (pt. 2) - DGS(005157867)|ES|Español|1979|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L110 (pt. 2)|Nacimientos-jul 1979—dic 1979|
005157868|005157868|005157868_000001|Nacimientos_1979,v. CH-N-L111 (pt. 1) - DGS(005157868)|Nacimientos_1979,v. CH-N-L111 (pt. 1) - DGS(005157868)|ES|Español|1979|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L111 (pt. 1)|Nacimientos-ago 1979|
005157869|005157869|005157869_000001|Nacimientos_1979,v. CH-N-L111 (pt. 2) - DGS(005157869)|Nacimientos_1979,v. CH-N-L111 (pt. 2) - DGS(005157869)|ES|Español|1979|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L111 (pt. 2)|Nacimientos-1979|
005157870|005157870|005157870_000001|Nacimientos_1979,v. CH-N-L112 (pt. 1) - DGS(005157870)|Nacimientos_1979,v. CH-N-L112 (pt. 1) - DGS(005157870)|ES|Español|1979|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L112 (pt. 1)|Nacimientos-ene 1979—oct 1979|
005157871|005157871|005157871_000001|Nacimientos_1979,v. CH-N-L112 (pt. 2) - DGS(005157871)|Nacimientos_1979,v. CH-N-L112 (pt. 2) - DGS(005157871)|ES|Español|1979|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L112 (pt. 2)|Nacimientos-oct 1979—nov 1979|
005157872|005157872|005157872_000001|Nacimientos_1979,v. CH-N-L113 (pt. 1) - DGS(005157872)|Nacimientos_1979,v. CH-N-L113 (pt. 1) - DGS(005157872)|ES|Español|1979|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L113 (pt. 1)|Nacimientos-nov 1979—dic 1979|
005157873|005157873|005157873_000001|Nacimientos_1979,v. CH-N-L113 (pt. 2) - DGS(005157873)|Nacimientos_1979,v. CH-N-L113 (pt. 2) - DGS(005157873)|ES|Español|1979|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L113 (pt. 2)|Nacimientos-dic 1979|
005157874|005157874|005157874_000001|Nacimientos_1979,v. CH-N-L114 (pt. 1) - DGS(005157874)|Nacimientos_1979,v. CH-N-L114 (pt. 1) - DGS(005157874)|ES|Español|1979|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L114 (pt. 1)|Nacimientos-abr 1979—jun 1979|
005157875|005157875|005157875_000001|Nacimientos_1979,v. CH-N-L114 (pt. 2) - DGS(005157875)|Nacimientos_1979,v. CH-N-L114 (pt. 2) - DGS(005157875)|ES|Español|1979|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L114 (pt. 2)|Nacimientos-jun 1979|
005157876|005157876|005157876_000001|Nacimientos_1979,v. CH-N-L115 (pt. 1) - DGS(005157876)|Nacimientos_1979,v. CH-N-L115 (pt. 1) - DGS(005157876)|ES|Español|1979|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L115 (pt. 1)|Nacimientos-jun 1979—jul 1979|
005157877|005157877|005157877_000001|Nacimientos_1979,v. CH-N-L115 (pt. 2) - DGS(005157877)|Nacimientos_1979,v. CH-N-L115 (pt. 2) - DGS(005157877)|ES|Español|1979|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L115 (pt. 2)|Nacimientos-jul 1979—dic 1979|
005157878|005157878|005157878_000001|Nacimientos_1979,v. CH-N-L116 (pt. 1) - DGS(005157878)|Nacimientos_1979,v. CH-N-L116 (pt. 1) - DGS(005157878)|ES|Español|1979|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L116 (pt. 1)|Nacimientos-1979|
005157879|005157879|005157879_000001|Nacimientos_1979,v. CH-N-L116 (pt. 2) - DGS(005157879)|Nacimientos_1979,v. CH-N-L116 (pt. 2) - DGS(005157879)|ES|Español|1979|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L116 (pt. 2)|Nacimientos-ene 1979—sept 1979|
005157880|005157880|005157880_000001|Nacimientos_1979,v. CH-N-L117 (pt. 1) - DGS(005157880)|Nacimientos_1979,v. CH-N-L117 (pt. 1) - DGS(005157880)|ES|Español|1979|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L117 (pt. 1)|Nacimientos-ene 1979—oct 1979|
005157881|005157881|005157881_000001|Nacimientos_1979,v. CH-N-L117 (pt. 2) - DGS(005157881)|Nacimientos_1979,v. CH-N-L117 (pt. 2) - DGS(005157881)|ES|Español|1979|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L117 (pt. 2)|Nacimientos-oct 1979—nov 1979|
005157882|005157882|005157882_000001|Nacimientos_1979,v. CH-N-L118 (pt. 1) - DGS(005157882)|Nacimientos_1979,v. CH-N-L118 (pt. 1) - DGS(005157882)|ES|Español|1979|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L118 (pt. 1)|Nacimientos-feb 1979—mar 1979|
005157883|005157883|005157883_000001|Nacimientos_1986,v. CH-N-L118 (pt. 2) - DGS(005157883)|Nacimientos_1986,v. CH-N-L118 (pt. 2) - DGS(005157883)|ES|Español|1986|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L118 (pt. 2)|Nacimientos-1873—1986|
005157884|005157884|005157884_000001|Nacimientos_1980,v. CH-N-L119 (pt. 1) - DGS(005157884)|Nacimientos_1980,v. CH-N-L119 (pt. 1) - DGS(005157884)|ES|Español|1980|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L119 (pt. 1)|Nacimientos-feb 1980—mar 1980|
005157885|005157885|005157885_000001|Nacimientos_1980,v. CH-N-L119 (pt. 2) - DGS(005157885)|Nacimientos_1980,v. CH-N-L119 (pt. 2) - DGS(005157885)|ES|Español|1980|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L119 (pt. 2)|Nacimientos-mar 1980—abr 1980|
005157886|005157886|005157886_000001|Nacimientos_1980,v. CH-N-L120 (pt. 1) - DGS(005157886)|Nacimientos_1980,v. CH-N-L120 (pt. 1) - DGS(005157886)|ES|Español|1980|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L120 (pt. 1)|Nacimientos-mar 1980—abr 1980|
005157887|005157887|005157887_000001|Nacimientos_1980,v. CH-N-L120 (pt. 2) - DGS(005157887)|Nacimientos_1980,v. CH-N-L120 (pt. 2) - DGS(005157887)|ES|Español|1980|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L120 (pt. 2)|Nacimientos-mar 1980—may 1980|
005157888|005157888|005157888_000001|Nacimientos_1980,v. CH-N-L121 (pt. 1) - DGS(005157888)|Nacimientos_1980,v. CH-N-L121 (pt. 1) - DGS(005157888)|ES|Español|1980|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L121 (pt. 1)|Nacimientos-abr 1980|
005157889|005157889|005157889_000001|Nacimientos_1986,v. CH-N-L121 (pt. 2) - DGS(005157889)|Nacimientos_1986,v. CH-N-L121 (pt. 2) - DGS(005157889)|ES|Español|1986|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L121 (pt. 2)|Nacimientos-1873—1986|
005157890|005157890|005157890_000001|Nacimientos_1980,v. CH-N-L122 (pt. 1) - DGS(005157890)|Nacimientos_1980,v. CH-N-L122 (pt. 1) - DGS(005157890)|ES|Español|1980|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L122 (pt. 1)|Nacimientos-abr 1980—jun 1980|
005157891|005157891|005157891_000001|Nacimientos_1980,v. CH-N-L122 (pt. 2) - DGS(005157891)|Nacimientos_1980,v. CH-N-L122 (pt. 2) - DGS(005157891)|ES|Español|1980|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L122 (pt. 2)|Nacimientos-jun 1980—jul 1980|
005157892|005157892|005157892_000001|Nacimientos_1980,v. CH-N-L125 (pt. 1) - DGS(005157892)|Nacimientos_1980,v. CH-N-L125 (pt. 1) - DGS(005157892)|ES|Español|1980|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L125 (pt. 1)|Nacimientos-1980|
005157893|005157893|005157893_000001|Nacimientos_1980,v. CH-N-L125 (pt. 2) - DGS(005157893)|Nacimientos_1980,v. CH-N-L125 (pt. 2) - DGS(005157893)|ES|Español|1980|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L125 (pt. 2)|Nacimientos-ene 1980—oct 1980|
005157895|005157895|005157895_000001|Nacimientos_1986,v. CH-N-L126 (pt. 1) - DGS(005157895)|Nacimientos_1986,v. CH-N-L126 (pt. 1) - DGS(005157895)|ES|Español|1986|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L126 (pt. 1)|Nacimientos-1873—1986|
005157897|005157897|005157897_000001|Nacimientos_1980,v. CH-N-L126 (pt. 2) - DGS(005157897)|Nacimientos_1980,v. CH-N-L126 (pt. 2) - DGS(005157897)|ES|Español|1980|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L126 (pt. 2)|Nacimientos-jul 1980—dic 1980|
005157899|005157899|005157899_000001|Nacimientos_1980,v. CH-N-L126A (pt. 1) - DGS(005157899)|Nacimientos_1980,v. CH-N-L126A (pt. 1) - DGS(005157899)|ES|Español|1980|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L126A (pt. 1)|Nacimientos-ene 1980—oct 1980|
005157901|005157901|005157901_000001|Nacimientos_1980,v. CH-N-L126A (pt. 2) - DGS(005157901)|Nacimientos_1980,v. CH-N-L126A (pt. 2) - DGS(005157901)|ES|Español|1980|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L126A (pt. 2)|Nacimientos-ene 1980—oct 1980|
005157903|005157903|005157903_000001|Nacimientos_1986,v. CH-N-L127 (pt. 1) - DGS(005157903)|Nacimientos_1986,v. CH-N-L127 (pt. 1) - DGS(005157903)|ES|Español|1986|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L127 (pt. 1)|Nacimientos-1873—1986|
005157905|005157905|005157905_000001|Nacimientos_1980,v. CH-N-L127 (pt. 2) - DGS(005157905)|Nacimientos_1980,v. CH-N-L127 (pt. 2) - DGS(005157905)|ES|Español|1980|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L127 (pt. 2)|Nacimientos-oct 1980—nov 1980|
005157907|005157907|005157907_000001|Nacimientos_1986,v. CH-N-L128 (pt. 1) - DGS(005157907)|Nacimientos_1986,v. CH-N-L128 (pt. 1) - DGS(005157907)|ES|Español|1986|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L128 (pt. 1)|Nacimientos-1873—1986|
005157909|005157909|005157909_000001|Nacimientos_1980,v. CH-N-L128 (pt. 2) - DGS(005157909)|Nacimientos_1980,v. CH-N-L128 (pt. 2) - DGS(005157909)|ES|Español|1980|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L128 (pt. 2)|Nacimientos-oct 1980—nov 1980|
005157911|005157911|005157911_000001|Nacimientos_1980,v. CH-N-L129 (pt. 1) - DGS(005157911)|Nacimientos_1980,v. CH-N-L129 (pt. 1) - DGS(005157911)|ES|Español|1980|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L129 (pt. 1)|Nacimientos-nov 1980—dic 1980|
005157913|005157913|005157913_000001|Nacimientos_1980,v. CH-N-L129 (pt. 2) - DGS(005157913)|Nacimientos_1980,v. CH-N-L129 (pt. 2) - DGS(005157913)|ES|Español|1980|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L129 (pt. 2)|Nacimientos-dic 1980|
005157915|005157915|005157915_000001|Nacimientos_1980,v. CH-N-L130 (pt. 1) - DGS(005157915)|Nacimientos_1980,v. CH-N-L130 (pt. 1) - DGS(005157915)|ES|Español|1980|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L130 (pt. 1)|Nacimientos-nov 1980—dic 1980|
005157917|005157917|005157917_000001|Nacimientos_1980,v. CH-N-L130 (pt. 2) - DGS(005157917)|Nacimientos_1980,v. CH-N-L130 (pt. 2) - DGS(005157917)|ES|Español|1980|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L130 (pt. 2)|Nacimientos-dic 1980|
005157919|005157919|005157919_000001|Nacimientos_1981,v. CH-N-L130A (pt. 1) - DGS(005157919)|Nacimientos_1981,v. CH-N-L130A (pt. 1) - DGS(005157919)|ES|Español|1981|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L130A (pt. 1)|Nacimientos-ene 1981|
005157921|005157921|005157921_000001|Nacimientos_1981,v. CH-N-L130A (pt. 2) - DGS(005157921)|Nacimientos_1981,v. CH-N-L130A (pt. 2) - DGS(005157921)|ES|Español|1981|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L130A (pt. 2)|Nacimientos-ene 1981—feb 1981|
005157923|005157923|005157923_000001|Nacimientos_1981,v. CH-N-L132 (pt. 1) - DGS(005157923)|Nacimientos_1981,v. CH-N-L132 (pt. 1) - DGS(005157923)|ES|Español|1981|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L132 (pt. 1)|Nacimientos-ene 1981|
005157925|005157925|005157925_000001|Nacimientos_1981,v. CH-N-L132 (pt. 2) - DGS(005157925)|Nacimientos_1981,v. CH-N-L132 (pt. 2) - DGS(005157925)|ES|Español|1981|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L132 (pt. 2)|Nacimientos-ene 1981—feb 1981|
005157928|005157928|005157928_000001|Nacimientos_1981,v. CH-N-L133 (pt. 1) - DGS(005157928)|Nacimientos_1981,v. CH-N-L133 (pt. 1) - DGS(005157928)|ES|Español|1981|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L133 (pt. 1)|Nacimientos-feb 1981—mar 1981|
005157932|005157932|005157932_000001|Nacimientos_1981,v. CH-N-L133 (pt. 2) - DGS(005157932)|Nacimientos_1981,v. CH-N-L133 (pt. 2) - DGS(005157932)|ES|Español|1981|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L133 (pt. 2)|Nacimientos-mar 1981—abr 1981|
005157936|005157936|005157936_000001|Nacimientos_1981,v. CH-N-L134 (pt. 1) - DGS(005157936)|Nacimientos_1981,v. CH-N-L134 (pt. 1) - DGS(005157936)|ES|Español|1981|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L134 (pt. 1)|Nacimientos-feb 1981—mar 1981|
005157939|005157939|005157939_000001|Nacimientos_1981,v. CH-N-L134 (pt. 2) - DGS(005157939)|Nacimientos_1981,v. CH-N-L134 (pt. 2) - DGS(005157939)|ES|Español|1981|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L134 (pt. 2)|Nacimientos-feb 1981—abr 1981|
005157942|005157942|005157942_000001|Nacimientos_1981,v. CH-N-L135 (pt. 1) - DGS(005157942)|Nacimientos_1981,v. CH-N-L135 (pt. 1) - DGS(005157942)|ES|Español|1981|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L135 (pt. 1)|Nacimientos-mar 1981—abr 1981|
005157945|005157945|005157945_000001|Nacimientos_1981,v. CH-N-L135 (pt. 2) - DGS(005157945)|Nacimientos_1981,v. CH-N-L135 (pt. 2) - DGS(005157945)|ES|Español|1981|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L135 (pt. 2)|Nacimientos-abr 1981—jun 1981|
005157948|005157948|005157948_000001|Nacimientos_1981,v. CH-N-L136 (pt. 1) - DGS(005157948)|Nacimientos_1981,v. CH-N-L136 (pt. 1) - DGS(005157948)|ES|Español|1981|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L136 (pt. 1)|Nacimientos-abr 1981|
005157951|005157951|005157951_000001|Nacimientos_1981,v. CH-N-L136 (pt. 2) - DGS(005157951)|Nacimientos_1981,v. CH-N-L136 (pt. 2) - DGS(005157951)|ES|Español|1981|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L136 (pt. 2)|Nacimientos-abr 1981—jun 1981|
005157955|005157955|005157955_000001|Nacimientos_1986,v. CH-N-L137 (pt. 1) - DGS(005157955)|Nacimientos_1986,v. CH-N-L137 (pt. 1) - DGS(005157955)|ES|Español|1986|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L137 (pt. 1)|Nacimientos-1873—1986|
005157958|005157958|005157958_000001|Nacimientos_1986,v. CH-N-L137 (pt. 2) - DGS(005157958)|Nacimientos_1986,v. CH-N-L137 (pt. 2) - DGS(005157958)|ES|Español|1986|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L137 (pt. 2)|Nacimientos-1873—1986|
005157960|005157960|005157960_000001|Nacimientos_1987,v. JLO-N-L008  - DGS(005157960)|Nacimientos_1987,v. JLO-N-L008  - DGS(005157960)|ES|Español|1987|José Leonardo Ortiz, Chiclayo, Lambayeque, Perú|Nacimientos|v. JLO-N-L008 |Nacimientos-abr 1987—dic 1987|
005157962|005157962|005157962_000001|Nacimientos_1986,v. CH-N-L138 (pt. 1) - DGS(005157962)|Nacimientos_1986,v. CH-N-L138 (pt. 1) - DGS(005157962)|ES|Español|1986|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L138 (pt. 1)|Nacimientos-1873—1986|
005157964|005157964|005157964_000001|Nacimientos_1987,v. JLO-N-L009  - DGS(005157964)|Nacimientos_1987,v. JLO-N-L009  - DGS(005157964)|ES|Español|1987|José Leonardo Ortiz, Chiclayo, Lambayeque, Perú|Nacimientos|v. JLO-N-L009 |Nacimientos-1987|
005157966|005157966|005157966_000001|Nacimientos_1981,v. CH-N-L138 (pt. 2) - DGS(005157966)|Nacimientos_1981,v. CH-N-L138 (pt. 2) - DGS(005157966)|ES|Español|1981|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L138 (pt. 2)|Nacimientos-jun 1981—jul 1981|
005157970|005157970|005157970_000001|Nacimientos_1981,v. CH-N-L139 (pt. 1) - DGS(005157970)|Nacimientos_1981,v. CH-N-L139 (pt. 1) - DGS(005157970)|ES|Español|1981|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L139 (pt. 1)|Nacimientos-jun 1981—jul 1981|
005157971|005157971|005157971_000001|Nacimientos_1988,v. JLO-N-L010  - DGS(005157971)|Nacimientos_1988,v. JLO-N-L010  - DGS(005157971)|ES|Español|1988|José Leonardo Ortiz, Chiclayo, Lambayeque, Perú|Nacimientos|v. JLO-N-L010 |Nacimientos-ene 1988—abr 1988|
005157974|005157974|005157974_000001|Nacimientos_1981,v. CH-N-L139 (pt. 2) - DGS(005157974)|Nacimientos_1981,v. CH-N-L139 (pt. 2) - DGS(005157974)|ES|Español|1981|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L139 (pt. 2)|Nacimientos-jul 1981—dic 1981|
005157976|005157976|005157976_000001|Nacimientos_1988,v. JLO-N-L011  - DGS(005157976)|Nacimientos_1988,v. JLO-N-L011  - DGS(005157976)|ES|Español|1988|José Leonardo Ortiz, Chiclayo, Lambayeque, Perú|Nacimientos|v. JLO-N-L011 |Nacimientos-abr 1988—dic 1988|
005157977|005157977|005157977_000001|Nacimientos_1986,v. CH-N-L140 (pt. 1) - DGS(005157977)|Nacimientos_1986,v. CH-N-L140 (pt. 1) - DGS(005157977)|ES|Español|1986|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L140 (pt. 1)|Nacimientos-1873—1986|
005157979|005157979|005157979_000001|Nacimientos_1989,v. JLO-N-L013  - DGS(005157979)|Nacimientos_1989,v. JLO-N-L013  - DGS(005157979)|ES|Español|1989|José Leonardo Ortiz, Chiclayo, Lambayeque, Perú|Nacimientos|v. JLO-N-L013 |Nacimientos-ene 1989—may 1989|
005157981|005157981|005157981_000001|Nacimientos_1989,v. JLO-N-L014  - DGS(005157981)|Nacimientos_1989,v. JLO-N-L014  - DGS(005157981)|ES|Español|1989|José Leonardo Ortiz, Chiclayo, Lambayeque, Perú|Nacimientos|v. JLO-N-L014 |Nacimientos-may 1989—dic 1989|
